"","policy","policy_length","climate_shock_labels","scenario","temp_band","cost_effective"
"651","No fishing males",84,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"652","No fishing males",6,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",2522.64465514499
"653","No fishing males",12,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",42615.1516376089
"654","No fishing males",18,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1864.88549284135
"655","No fishing males",6,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"656","No fishing males",12,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"657","No fishing males",18,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"658","No fishing males",24,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"659","No fishing males",30,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"660","No fishing males",36,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"661","No fishing males",42,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"662","No fishing males",48,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"663","No fishing males",54,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"664","No fishing males",60,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"665","No fishing males",66,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"666","No fishing males",72,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"667","No fishing males",78,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"668","No fishing males",84,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"669","No fishing males",6,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",2582.84884186728
"670","No fishing males",12,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",4697.0346723671
"671","No fishing males",18,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",8417.12763606965
"672","No fishing males",24,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"673","No fishing males",30,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",5103.899008386
"674","No fishing males",36,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"675","No fishing males",42,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",3260.12734133666
"676","No fishing males",48,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"677","No fishing males",54,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"678","No fishing males",60,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",6005.11300424903
"679","No fishing males",66,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",6051.68396349276
"680","No fishing males",72,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"681","No fishing males",78,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"682","No fishing males",84,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",3967.43796517757
"683","No fishing males",6,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",840.614841694776
"684","No fishing males",12,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",603.203203841327
"685","No fishing males",18,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",954.815973860062
"686","No fishing males",24,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",670.152675339954
"687","No fishing males",30,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1243.05862730835
"688","No fishing males",36,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",660.156107090731
"689","No fishing males",42,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",735.159859672992
"690","No fishing males",48,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",683.085589499254
"691","No fishing males",54,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",941.744273206536
"692","No fishing males",60,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",728.038848283905
"693","No fishing males",66,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",786.723229362901
"694","No fishing males",72,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",828.437783758272
"695","No fishing males",78,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",837.288192081996
"696","No fishing males",84,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",870.671272073223
"697","No fishing males",6,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"698","No fishing males",12,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"699","No fishing males",18,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",44866.5690304645
"700","No fishing males",6,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"701","No fishing males",12,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"702","No fishing males",18,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"703","No fishing males",24,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"704","No fishing males",30,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"705","No fishing males",36,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"706","No fishing males",42,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"707","No fishing males",48,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"708","No fishing males",54,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"709","No fishing males",66,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"710","No fishing males",72,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"711","No fishing males",78,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"712","No fishing males",84,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"713","No fishing males",6,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",702.050656988779
"714","No fishing males",12,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",1604.82005801132
"715","No fishing males",6,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",631.400418265337
"716","No fishing males",12,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"717","No fishing males",18,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",1685.18447433508
"718","No fishing males",6,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",14320.8186550591
"719","No fishing males",12,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",623.553740153936
"720","No fishing males",18,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",665.924179113839
"721","No fishing males",24,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",701.954039828371
"722","No fishing males",30,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",763.424166269641
"723","No fishing males",36,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",971.565976445361
"724","No fishing males",42,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1470.87747063632
"725","No fishing males",48,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",755.8416673044
"726","No fishing males",54,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",707.05235856416
"727","No fishing males",60,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",837.847595401975
"728","No fishing males",66,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1281.72810831741
"729","No fishing males",72,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",838.412875532283
"730","No fishing males",78,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",789.939045960609
"731","No fishing males",84,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1338.46978723642
"732","No fishing males",6,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"733","No fishing males",12,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"734","Full closure",6,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"735","Full closure",12,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"736","Full closure",18,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"737","Full closure",24,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"738","Full closure",30,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",18734.2162895675
"739","Full closure",36,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",19784.1197474015
"740","Full closure",42,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"741","Full closure",48,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"742","Full closure",54,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"743","Full closure",60,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",23026.5031930326
"744","Full closure",66,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"745","Full closure",72,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"746","Full closure",78,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"747","Full closure",84,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",26396.9994540631
"748","Full closure",6,"August",1,"Delta*T==1*'-'*7*degree*C",412.35335259845
"749","Full closure",54,"August",1,"Delta*T==1*'-'*7*degree*C",650.915826710365
"750","Full closure",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1120.50534541617
"751","Full closure",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",715.982289694568
"752","Full closure",18,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",774.510154049132
"753","Full closure",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",969.200659030333
"754","Full closure",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",975.974581087821
"755","Full closure",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",894.922805469311
"756","Full closure",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1030.3212228267
"757","Full closure",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1171.40527648047
"758","Full closure",54,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1223.86763688561
"759","Full closure",60,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1042.9126222395
"760","Full closure",66,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1324.44363495307
"761","Full closure",72,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1451.43354102185
"762","Full closure",78,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1167.57770509199
"763","Full closure",84,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",3790.18297716407
"764","Full closure",6,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",4470.29796843924
"765","Full closure",12,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",15026.919574576
"766","Full closure",18,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"767","Full closure",24,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",Inf
"768","Full closure",30,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"769","Full closure",36,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"770","Full closure",42,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",Inf
"771","Full closure",48,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"772","Full closure",54,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",21872.2338646289
"773","Full closure",60,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"774","Full closure",66,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",Inf
"775","Full closure",72,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"776","Full closure",78,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",25384.3717846915
"777","Full closure",84,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",8756.20610116843
"778","Full closure",6,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",823.009428371346
"779","Full closure",12,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1869.71896816091
"780","Full closure",18,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",796.329183789609
"781","Full closure",24,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1332.73399103096
"782","Full closure",30,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1652.78019035161
"783","Full closure",36,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1008.84289706529
"784","Full closure",42,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1701.26751316848
"785","Full closure",48,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",893.08875254761
"786","Full closure",54,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1003.14920760545
"787","Full closure",60,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",966.950122122366
"788","Full closure",66,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1538.46613698617
"789","Full closure",72,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1046.3624171843
"790","Full closure",78,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",2056.17817267351
"791","Full closure",84,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1125.33688238877
"792","Full closure",6,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",1428.75202654314
"793","Full closure",12,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"794","Full closure",18,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",1651.59243786667
"795","Full closure",24,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",8717.5472035925
"796","Full closure",30,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",Inf
"797","Full closure",36,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",10051.9554904323
"798","Full closure",66,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",2336.29379516599
"799","Full closure",72,"Jan-Dec",1,"Delta*T==1*'-'*7*degree*C",12131.0037368533
"800","Full closure",6,"July",1,"Delta*T==1*'-'*7*degree*C",434.400652993329
"801","Full closure",12,"July",1,"Delta*T==1*'-'*7*degree*C",437.426520712344
"802","Full closure",18,"July",1,"Delta*T==1*'-'*7*degree*C",564.77158742857
"803","Full closure",24,"July",1,"Delta*T==1*'-'*7*degree*C",524.600015505985
"804","Full closure",30,"July",1,"Delta*T==1*'-'*7*degree*C",616.024410166299
"805","Full closure",36,"July",1,"Delta*T==1*'-'*7*degree*C",648.738710410569
"806","Full closure",42,"July",1,"Delta*T==1*'-'*7*degree*C",625.432574216217
"807","Full closure",48,"July",1,"Delta*T==1*'-'*7*degree*C",577.257603781004
"808","Full closure",54,"July",1,"Delta*T==1*'-'*7*degree*C",642.311823242942
"809","Full closure",60,"July",1,"Delta*T==1*'-'*7*degree*C",690.793178305563
"810","Full closure",66,"July",1,"Delta*T==1*'-'*7*degree*C",657.124047153027
"811","Full closure",72,"July",1,"Delta*T==1*'-'*7*degree*C",681.2770435445
"812","Full closure",78,"July",1,"Delta*T==1*'-'*7*degree*C",772.287137831351
"813","Full closure",84,"July",1,"Delta*T==1*'-'*7*degree*C",847.727096504445
"814","Full closure",6,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"815","Full closure",12,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",720.68274536199
"816","Full closure",18,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1945.70606631349
"817","Full closure",24,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1684.1285495367
"818","Full closure",30,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",861.06033600658
"819","Full closure",36,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1086.31632258982
"820","Full closure",42,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",878.992289415954
"821","Full closure",48,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",2555.30947840567
"822","Full closure",54,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1072.55134069824
"823","Full closure",60,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",2041.37755551895
"824","Full closure",66,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1358.0281203326
"825","Full closure",72,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1220.78412134917
"826","Full closure",78,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1559.62173594498
"827","Full closure",84,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1185.50507531336
"828","Full closure",6,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",780.244381673727
"829","Full closure",12,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",717.102874997199
"830","Full closure",18,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",5326.51470602964
"831","Full closure",24,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",985.114717023688
"832","Full closure",30,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1046.21034045015
"833","Full closure",36,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",898.351926893999
"834","Full closure",42,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1655.60315830991
"835","Full closure",48,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",899.877107481171
"836","Full closure",54,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",10883.4335470438
"837","Full closure",60,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1128.33152290465
"838","Full closure",66,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1113.00923894747
"839","Full closure",72,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1282.30618454793
"840","Full closure",78,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1193.94126268827
"841","Full closure",84,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1136.99982538198
"842","Full closure",6,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"843","Full closure",12,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"844","Full closure",18,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"845","Full closure",24,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"846","Full closure",30,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"847","Full closure",36,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"848","Full closure",42,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"849","Full closure",48,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"850","Full closure",54,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"851","Full closure",60,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"852","Full closure",66,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"853","Full closure",72,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",Inf
"854","Full closure",78,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"855","Full closure",84,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"856","Full closure",6,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"857","Full closure",12,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",3075.39457645932
"858","Full closure",18,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",5324.5016623489
"859","Full closure",24,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",5918.28791593844
"860","Full closure",30,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",5833.4595533808
"861","Full closure",36,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",6548.19350388538
"862","Full closure",42,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",4059.23615086179
"863","Full closure",48,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",6941.3075619021
"864","Full closure",54,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",7239.70706460924
"865","Full closure",60,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"866","Full closure",66,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",4708.39825216924
"867","Full closure",72,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"868","Full closure",78,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"869","Full closure",84,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",8718.4047048898
"870","Full closure",6,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",549.65104459955
"871","Full closure",12,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",912.802978527337
"872","Full closure",18,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",770.476604304225
"873","Full closure",24,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",701.11263797252
"874","Full closure",30,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1044.27876980389
"875","Full closure",36,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1479.01403893509
"876","Full closure",42,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",814.822136758923
"877","Full closure",48,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1759.37405034257
"878","Full closure",54,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1272.26945712235
"879","Full closure",60,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",958.656040347752
"880","Full closure",66,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1467.47949296291
"881","Full closure",72,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",942.254681709821
"882","Full closure",78,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1487.7493441154
"883","Full closure",84,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",1012.09302791967
"884","Full closure",6,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",13693.3405175064
"885","Full closure",12,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",15170.1419068086
"886","Full closure",18,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",15715.4089192988
"887","Full closure",24,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"888","Full closure",30,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",17547.6847422734
"889","Full closure",36,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",19060.4197193704
"890","Full closure",42,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",19528.6576375306
"891","Full closure",48,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"892","Full closure",54,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",21317.3412957016
"893","Full closure",60,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",22692.1665518436
"894","Full closure",66,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"895","Full closure",72,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"896","Full closure",78,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",25088.9065171352
"897","Full closure",84,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",26182.0905100048
"898","Full closure",6,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"899","Full closure",12,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"900","Full closure",18,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"901","Full closure",24,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"902","Full closure",30,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"903","Full closure",36,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"904","Full closure",42,"June",1,"Delta*T==1*'-'*7*degree*C",Inf
"905","Full closure",48,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"906","Full closure",54,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"907","Full closure",60,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"908","Full closure",66,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"909","Full closure",72,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"910","Full closure",78,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"911","Full closure",84,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"912","Full closure",6,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",350.200792215526
"913","Full closure",12,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",361.387266512453
"914","Full closure",18,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",399.047653297812
"915","Full closure",24,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",443.292666838671
"916","Full closure",30,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",452.655724870885
"917","Full closure",36,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",590.130815680085
"918","Full closure",42,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",931.78322135383
"919","Full closure",48,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",530.454720565322
"920","Full closure",54,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",523.540066960355
"921","Full closure",60,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",552.152022417964
"922","Full closure",66,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",566.000880542161
"923","Full closure",72,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",622.817502238426
"924","Full closure",78,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",657.521375827889
"925","Full closure",84,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",668.436370049048
"926","Full closure",6,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",391.391878330874
"927","Full closure",12,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",435.360193939868
"928","Full closure",18,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",451.270625242531
"929","Full closure",24,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",475.795221914174
"930","Full closure",30,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",523.157432151784
"931","Full closure",36,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",514.629766732938
"932","Full closure",42,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",561.219036849269
"933","Full closure",48,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",644.458321083669
"934","Full closure",54,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",566.873222776878
"935","Full closure",60,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",695.845617543316
"936","Full closure",66,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",668.804923251156
"937","Full closure",72,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",637.170281973141
"938","Full closure",78,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",700.241345108208
"939","Full closure",84,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",763.913655555539
"940","Full closure",6,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",553.121212904348
"941","Full closure",12,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"942","Full closure",18,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",666.225756330759
"943","Full closure",24,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1094.55723942118
"944","Full closure",30,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",819.121687987237
"945","Full closure",36,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",849.034046785086
"946","Full closure",42,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",825.497086409142
"947","Full closure",48,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1426.29047628501
"948","Full closure",54,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",919.748636058248
"949","Full closure",60,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1575.43800316204
"950","Full closure",66,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",985.81267824133
"951","Full closure",72,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1073.59006503197
"952","Full closure",78,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1606.04533399729
