"","policy","policy_length","climate_shock_labels","scenario","temp_band","cost_effective"
"1","Increase male size limit",6,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"2","Increase male size limit",12,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"3","Increase male size limit",18,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"4","Increase male size limit",24,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"5","Increase male size limit",30,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"6","Increase male size limit",36,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"7","Increase male size limit",42,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"8","Increase male size limit",48,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"9","Increase male size limit",54,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"10","Increase male size limit",60,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"11","Increase male size limit",66,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"12","Increase male size limit",72,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"13","Increase male size limit",78,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"14","Increase male size limit",84,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"15","Increase male size limit",6,"August",1,"Delta*T==1*'-'*7*degree*C",464.040309164389
"16","Increase male size limit",12,"August",1,"Delta*T==1*'-'*7*degree*C",601.5093785591
"17","Increase male size limit",18,"August",1,"Delta*T==1*'-'*7*degree*C",864.703348056879
"18","Increase male size limit",24,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"19","Increase male size limit",30,"August",1,"Delta*T==1*'-'*7*degree*C",6073.35795509774
"20","Increase male size limit",36,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"21","Increase male size limit",42,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"22","Increase male size limit",48,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"23","Increase male size limit",54,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"24","Increase male size limit",60,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"25","Increase male size limit",66,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"26","Increase male size limit",72,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"27","Increase male size limit",78,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"28","Increase male size limit",84,"August",1,"Delta*T==1*'-'*7*degree*C",NA
"29","Increase male size limit",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",651.806546160905
"30","Increase male size limit",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1643.38406847059
"31","Increase male size limit",18,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",6598.40904816859
"32","Increase male size limit",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"33","Increase male size limit",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"34","Increase male size limit",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",911.944837263901
"35","Increase male size limit",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"36","Increase male size limit",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",635.59460631024
"37","Increase male size limit",54,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"38","Increase male size limit",60,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"39","Increase male size limit",66,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"40","Increase male size limit",72,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",645.344574610025
"41","Increase male size limit",78,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",NA
"42","Increase male size limit",84,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1074.08726324464
"43","Increase male size limit",6,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"44","Increase male size limit",12,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"45","Increase male size limit",18,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"46","Increase male size limit",24,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"47","Increase male size limit",30,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"48","Increase male size limit",36,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"49","Increase male size limit",42,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"50","Increase male size limit",48,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"51","Increase male size limit",54,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"52","Increase male size limit",60,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"53","Increase male size limit",66,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"54","Increase male size limit",72,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"55","Increase male size limit",78,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"56","Increase male size limit",84,"Feb-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"57","Increase male size limit",6,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",835.470362458219
"58","Increase male size limit",12,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",1576.38379858384
"59","Increase male size limit",18,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"60","Increase male size limit",24,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"61","Increase male size limit",30,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"62","Increase male size limit",36,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"63","Increase male size limit",42,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"64","Increase male size limit",48,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"65","Increase male size limit",54,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"66","Increase male size limit",60,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"67","Increase male size limit",66,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"68","Increase male size limit",72,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"69","Increase male size limit",78,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"70","Increase male size limit",84,"Jan-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"71","Increase male size limit",6,"July",1,"Delta*T==1*'-'*7*degree*C",453.447222924165
"72","Increase male size limit",12,"July",1,"Delta*T==1*'-'*7*degree*C",584.986677910846
"73","Increase male size limit",18,"July",1,"Delta*T==1*'-'*7*degree*C",981.315395893815
"74","Increase male size limit",24,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"75","Increase male size limit",30,"July",1,"Delta*T==1*'-'*7*degree*C",347.976844835511
"76","Increase male size limit",36,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"77","Increase male size limit",42,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"78","Increase male size limit",48,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"79","Increase male size limit",54,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"80","Increase male size limit",60,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"81","Increase male size limit",66,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"82","Increase male size limit",72,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"83","Increase male size limit",78,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"84","Increase male size limit",84,"July",1,"Delta*T==1*'-'*7*degree*C",NA
"85","Increase male size limit",6,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",913.7568978894
"86","Increase male size limit",12,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",1600.50368170686
"87","Increase male size limit",18,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",6239.013514739
"88","Increase male size limit",24,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"89","Increase male size limit",30,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"90","Increase male size limit",36,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"91","Increase male size limit",42,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"92","Increase male size limit",48,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"93","Increase male size limit",54,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"94","Increase male size limit",60,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"95","Increase male size limit",66,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",611.978145253275
"96","Increase male size limit",72,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"97","Increase male size limit",78,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"98","Increase male size limit",84,"Jun-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"99","Increase male size limit",6,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",845.904939649301
"100","Increase male size limit",12,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",1390.76644592422
"101","Increase male size limit",18,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"102","Increase male size limit",24,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"103","Increase male size limit",30,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"104","Increase male size limit",36,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"105","Increase male size limit",42,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"106","Increase male size limit",48,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"107","Increase male size limit",54,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"108","Increase male size limit",60,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"109","Increase male size limit",66,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"110","Increase male size limit",72,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"111","Increase male size limit",78,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"112","Increase male size limit",84,"Jun-Dec",1,"Delta*T==1*'-'*7*degree*C",NA
"113","Increase male size limit",6,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"114","Increase male size limit",12,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"115","Increase male size limit",18,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"116","Increase male size limit",24,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"117","Increase male size limit",30,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"118","Increase male size limit",36,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"119","Increase male size limit",42,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"120","Increase male size limit",48,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"121","Increase male size limit",54,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"122","Increase male size limit",60,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"123","Increase male size limit",66,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"124","Increase male size limit",72,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"125","Increase male size limit",78,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"126","Increase male size limit",84,"Jun-Jul",1,"Delta*T==1*'-'*7*degree*C",NA
"127","Increase male size limit",6,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"128","Increase male size limit",12,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"129","Increase male size limit",18,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"130","Increase male size limit",24,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"131","Increase male size limit",30,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"132","Increase male size limit",36,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"133","Increase male size limit",42,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"134","Increase male size limit",48,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"135","Increase male size limit",54,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",4235.29286597056
"136","Increase male size limit",60,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"137","Increase male size limit",66,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",4187.35222876633
"138","Increase male size limit",72,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"139","Increase male size limit",78,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"140","Increase male size limit",84,"Jun-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"141","Increase male size limit",6,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",715.246438104005
"142","Increase male size limit",12,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",12982.8465772202
"143","Increase male size limit",18,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",2158.16465252462
"144","Increase male size limit",24,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",Inf
"145","Increase male size limit",30,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"146","Increase male size limit",36,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"147","Increase male size limit",42,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"148","Increase male size limit",48,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"149","Increase male size limit",54,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"150","Increase male size limit",60,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"151","Increase male size limit",66,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"152","Increase male size limit",72,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"153","Increase male size limit",78,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"154","Increase male size limit",84,"Jun-Oct",1,"Delta*T==1*'-'*7*degree*C",NA
"155","Increase male size limit",6,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"156","Increase male size limit",12,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"157","Increase male size limit",18,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"158","Increase male size limit",24,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"159","Increase male size limit",30,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"160","Increase male size limit",36,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"161","Increase male size limit",42,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"162","Increase male size limit",48,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"163","Increase male size limit",54,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"164","Increase male size limit",60,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"165","Increase male size limit",66,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"166","Increase male size limit",72,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"167","Increase male size limit",78,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"168","Increase male size limit",84,"Jun-Sep",1,"Delta*T==1*'-'*7*degree*C",NA
"169","Increase male size limit",6,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"170","Increase male size limit",12,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"171","Increase male size limit",18,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"172","Increase male size limit",24,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"173","Increase male size limit",30,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"174","Increase male size limit",36,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"175","Increase male size limit",42,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"176","Increase male size limit",48,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"177","Increase male size limit",54,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"178","Increase male size limit",60,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"179","Increase male size limit",66,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"180","Increase male size limit",72,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"181","Increase male size limit",78,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"182","Increase male size limit",84,"June",1,"Delta*T==1*'-'*7*degree*C",NA
"183","Increase male size limit",6,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",807.690406976599
"184","Increase male size limit",12,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",12553.2245855209
"185","Increase male size limit",18,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",597.807111776533
"186","Increase male size limit",24,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",849.111567276273
"187","Increase male size limit",30,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",3188.2971359356
"188","Increase male size limit",36,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",4196.47440589477
"189","Increase male size limit",42,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"190","Increase male size limit",48,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"191","Increase male size limit",54,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"192","Increase male size limit",60,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"193","Increase male size limit",66,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"194","Increase male size limit",72,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"195","Increase male size limit",78,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"196","Increase male size limit",84,"Mar-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"197","Increase male size limit",6,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",407.086730913196
"198","Increase male size limit",12,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",816.438104583887
"199","Increase male size limit",18,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",687.659115175245
"200","Increase male size limit",24,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",1022.15972787567
"201","Increase male size limit",30,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",2048.3949142695
"202","Increase male size limit",36,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"203","Increase male size limit",42,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"204","Increase male size limit",48,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"205","Increase male size limit",54,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"206","Increase male size limit",60,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"207","Increase male size limit",66,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"208","Increase male size limit",72,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"209","Increase male size limit",78,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"210","Increase male size limit",84,"Mar-May",1,"Delta*T==1*'-'*7*degree*C",NA
"211","Increase male size limit",6,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",3365.82663860365
"212","Increase male size limit",12,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",1111.91318298564
"213","Increase male size limit",18,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",4385.69347308877
"214","Increase male size limit",24,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",Inf
"215","Increase male size limit",30,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"216","Increase male size limit",36,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"217","Increase male size limit",42,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"218","Increase male size limit",48,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"219","Increase male size limit",54,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"220","Increase male size limit",60,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"221","Increase male size limit",66,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"222","Increase male size limit",72,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"223","Increase male size limit",78,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"224","Increase male size limit",84,"May-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"225","Increase male size limit",6,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"226","Increase male size limit",12,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"227","Increase male size limit",18,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"228","Increase male size limit",24,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"229","Increase male size limit",30,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"230","Increase male size limit",36,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"231","Increase male size limit",42,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"232","Increase male size limit",48,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"233","Increase male size limit",54,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"234","Increase male size limit",60,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"235","Increase male size limit",66,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"236","Increase male size limit",72,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"237","Increase male size limit",78,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"238","Increase male size limit",84,"Sep-Nov",1,"Delta*T==1*'-'*7*degree*C",NA
"239","No fishing females",6,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"240","No fishing females",12,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"241","No fishing females",18,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",14133.4833415301
"242","No fishing females",24,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"243","No fishing females",30,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"244","No fishing females",36,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"245","No fishing females",42,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"246","No fishing females",48,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",Inf
"247","No fishing females",54,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",15384.9728904731
"248","No fishing females",60,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"249","No fishing females",66,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"250","No fishing females",72,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"251","No fishing females",78,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",NA
"252","No fishing females",84,"Apr-Aug",1,"Delta*T==1*'-'*7*degree*C",16627.5320772793
"253","No fishing females",6,"August",1,"Delta*T==1*'-'*7*degree*C",400.8791193352
"254","No fishing females",12,"August",1,"Delta*T==1*'-'*7*degree*C",436.535243734524
"255","No fishing females",18,"August",1,"Delta*T==1*'-'*7*degree*C",431.758377696484
"256","No fishing females",24,"August",1,"Delta*T==1*'-'*7*degree*C",409.476960675547
"257","No fishing females",30,"August",1,"Delta*T==1*'-'*7*degree*C",465.373404033035
"258","No fishing females",36,"August",1,"Delta*T==1*'-'*7*degree*C",719.06199653801
"259","No fishing females",42,"August",1,"Delta*T==1*'-'*7*degree*C",410.469234998888
"260","No fishing females",48,"August",1,"Delta*T==1*'-'*7*degree*C",470.129301074136
"261","No fishing females",54,"August",1,"Delta*T==1*'-'*7*degree*C",497.648285584489
"262","No fishing females",60,"August",1,"Delta*T==1*'-'*7*degree*C",574.231912752964
"263","No fishing females",66,"August",1,"Delta*T==1*'-'*7*degree*C",472.986389920228
"264","No fishing females",72,"August",1,"Delta*T==1*'-'*7*degree*C",516.556177699323
"265","No fishing females",78,"August",1,"Delta*T==1*'-'*7*degree*C",1304.65219073997
"266","No fishing females",84,"August",1,"Delta*T==1*'-'*7*degree*C",1589.32189007202
"267","No fishing females",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",652.04853417766
"268","No fishing females",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",652.04853417766
"269","No fishing females",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",659.86352019831
"270","No fishing females",6,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",659.86352019831
"271","No fishing females",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",681.129494502181
"272","No fishing females",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",681.129494502181
"273","No fishing females",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",682.6846023195
"274","No fishing females",12,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",682.6846023195
"275","No fishing females",18,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",2028.68207078396
"276","No fishing females",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",940.603451533013
"277","No fishing females",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",940.603451533013
"278","No fishing females",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",933.175100961814
"279","No fishing females",24,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",933.175100961814
"280","No fishing females",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",796.433081508017
"281","No fishing females",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1102.75349747264
"282","No fishing females",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",784.4326414717
"283","No fishing females",30,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1086.1375035762
"284","No fishing females",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",769.863592906043
"285","No fishing females",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",664.882193873401
"286","No fishing females",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",760.429334682969
"287","No fishing females",36,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",656.734425408019
"288","No fishing females",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",663.158108935573
"289","No fishing females",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1042.1055997559
"290","No fishing females",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",664.425388630987
"291","No fishing females",42,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1044.09703927727
"292","No fishing females",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",786.798977083931
"293","No fishing females",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1067.79861175676
"294","No fishing females",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",789.489983249947
"295","No fishing females",48,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1071.4506915535
"296","No fishing females",54,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",790.875193284305
"297","No fishing females",60,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",766.942893887584
"298","No fishing females",60,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",1022.59052518345
"299","No fishing females",60,"Dec-Feb",1,"Delta*T==1*'-'*7*degree*C",766.45437107558
